name,website,actual-website,company-overview
It`s Lolly,https://www.restauranttechlive.co.uk/exhibitors/its-lolly/,https://www.itslolly.com/,"Lolly is a Point of Sale (PoS) and Self-Serve specialist with its own integrated payments platform - serving businesses across the UK in the hospitality industry; from coffee shops, restaurants, pubs and nightclubs, to mobile catering, pop-ups, festivals and corporate caterers.

The company offers a complete point of sale package where customers can use its EPoS software on tills, self-serve and PoS tablets. Lolly then networks these to card payment machines, to speed up service and provides a cloud-based back office, supplying real-time business analytics. The tills and software are designed to help businesses with their bottom line.

Lolly provides enterprise level EPoS to hospitality and retail SMEs at an affordable price. Today, it is the only UK business of its kind that can truly scale from a downloadable product to a fully connected real-time network of tills, powered by an enterprise-level inventory reporting management system.

Businesses simply upgrade as they grow, removing the need for costly installs as the needs of their business become more complex."
Jenpak Ltd,https://www.restauranttechlive.co.uk/exhibitors/jenpak-/,https://www.jenpak.co.uk/,"Jenpak Limited is one of the leading suppliers to the upmarket food to go and disposable tableware industry. Our product list reflects our growing portfolio of top brands and products imported exclusively by the company from USA.

We provide quality food packaging for all sectors of the food and confectionery markets in the UK and Europe. Our aim and emphasis is always on quality, punctuality, integrity and value for money. We deal with all our customers equally, whether they are an independent or a multinational account.

Our simple aim is to expand our product range, whilst giving the customer savings in packaging costs without compromising on quality.

We supply many Blue chip companies and household names worldwide. We can supply 1 case to container loads at competitive prices."
Kablamo Limited,https://www.restauranttechlive.co.uk/exhibitors/kablamo-limited/,https://kablamo.co.uk/,"A REVOLUTION in SLURPWEAR Joe`s Heroes 100% biodegradable drinking straws.

Joe`s Heroes are 100% biodegradable and environmentally friendly drinking straws. This planet saving collection are made of bamboo, wheat or sugarcane. All straws are made of 100% natural plant-based materials and are simply the best alternative to plastic straws. Joe`s Heroes straws never get soggy and are fully compostable, just throw them away with your food or garden waste.

- 100% plant based materials
- 100% compostable, just dispose of them in your green waste
- No chemical processes used in production
- Never go soggy
- The best alternative to plastic straws"
Kayana,https://www.restauranttechlive.co.uk/exhibitors/kayana/,https://www.kayana.co.uk/,"Make your restaurant fully contactless and mobile friendly with Kayana!

Going out now entails numerous QR codes, contactless menus, and contactless payments. Meanwhile, administration staff and managers in businesses spend valuable time maintaining distance, cleaning, and maintaining data. That`s why KAYANA was created. It`s an easy-to-use mobile app that makes viewing menus, registering presence, and payments a breeze.

Your consumers will love having the flexibility to pay fees and place orders at a time and place that suits them. And your administration staff will love the time saving and simplicity of fast, secure payments straight to your business bank account."
Kobas,https://www.restauranttechlive.co.uk/exhibitors/kobas/,https://www.kobas.co.uk/,"Kobas enables hospitality operators to manage all areas of their business through one seamlessly connected system.

Discover the latest technology that has been developed to drive F&B businesses forward with our powerful product pillars, In-Venue, Operations, Customers, Teams, and Insights.

These pillars bring intuitive platforms together into one complete system including EPoS, Kitchen Display System, Stock Control, Recipe Engineering, Mobile Ordering, Delivery / Click & Collect, Customer Loyalty, Reservations, Recruitment, HR Management, Rota & Payroll, Holiday Management, and Insights. In return, maximizing efficiency, profitability, and productivity across your business.

One complete system, one supplier."
KuulEats,https://www.restauranttechlive.co.uk/exhibitors/kuuleats/,https://restaurant.kuuleats.com/,"KuulEats, the only all-in-one restaurant management solution. Built by restauranteurs for restauranteurs.

Also by Kuul is KuulEats Local, a digital platform and customer app that links businesses with their local community so they can buy products from them at a fairer price.

At the heart of Kuul is a genuine drive to see our restaurant partners thrive, by giving them the tools to take full control of their restaurant. Using the power of technology, we created an all-in-one restaurant management solution – one that effortlessly joins up the dots, leaving you with a smarter and fully connected operation. Then it’s over to you to get back to doing what you do best – running your restaurant.

As ex-restauranteurs, we truly understand how tough it is to run a restaurant. Disjointed systems, limited or no customer data, a costly dependency on third party applications, the list can be long and the effects on your profit margins dramatic! That’s why we started a Kuul Restaurant Revolution, one built on community and mutual understanding.

We are an ambitious and innovative bunch, we never stand still, always searching for Kuul new developments that will benefit our Kuul partners and wider community."
Labels Plus,https://www.restauranttechlive.co.uk/exhibitors/labels-plus/,https://labelsplus.co.uk/,"Supplier of off-the-shelf and bespoke labelling solutions. For over 25 years, we`ve supported our customers with high quality self-adhesive labels across all sectors of commerce and industry.

We can manufacture any label for any requirement, taking the hassle away from you so you can focus on your business. Our customers rely on our friendly team to deliver quality service and cost-effective labelling solutions time and time again.

Our business philosophy is simple but effective - to listen to our customers and deliver top quality self adhesive labels on budget and on time.

With years of combined experience, our staff are knowledgeable and always willing to advise on the best labelling options for your requirements.

Contact our team today on 01663 736250 to discuss your requirements and to discover how we can help add value to your business. Request a free sample pack now"
Masterfix Property Services,https://www.restauranttechlive.co.uk/exhibitors/masterfix-property-services/,https://www.master-fix.com/,"Masterfix are proficient in delivering reliable, trustworthy and competitive services to a range of diverse property portfolios.

Like us, our clients recognise the ever-changing demands in property support services, from complying with health and safety law through all manner of services-led requirements and that, as a result, some of the old rules no longer apply.

That`s why we are always finding agile ways to tackle new challenges together, we don't simply claim to be different - we prove it through every detail of our work and across every practical level.

In a nutshell, we directly employ:

Electricians
Carpenters
Gas engineers
Plumbers
Roofing teams.

We operate a 24/7 365 reactive maintenance service alongside a comprehensive compliance management service to over 5000 clients."
Mindsett,https://www.restauranttechlive.co.uk/exhibitors/mindsett/,http://mindsett.co.uk/,"Mindsett helps organisations reduce their costs and eliminate waste, taking a new approach that`s quickly gaining traction in the fields of IT, behavioural economics and operations.

Most IOT systems present a wealth of data in a dashboard - and there it ends. Developed in partnership with leading brands such as PizzaExpress, Mindsett combines IOT, AI and ML to reduce costs and eliminate waste.

We`re using technology differently to inspire sustainable change across multi-site portfolios, working towards a fully automated and prescriptive maintenance model that will fundamentally transform the way properties are managed."
Mr Yum,https://www.restauranttechlive.co.uk/exhibitors/mr-yum/,https://www.mryum.com/,"Mr Yum has proven to be one of world`s best QR code ordering solutions for 1100+ venues. Mr Yum`s mobile menus and contactless ordering removes the `admin` side of service, freeing up hospitality staff for more quality interaction with guests.

By scanning a Mr Yum QR code, the web-based platform allows customers to order food and drinks, and pay via their smartphones.

Staff get to focus on delivering great hospitality, creating meaningful experiences for guests, and venues see an average increase in order size by 20-40%.Â 

Stay ahead of the game with the fastest-moving QR code mobile ordering platform for hospitality and entertainment.

Read more and get a demo at mryum.com"
My Accountant Friend North West,https://www.restauranttechlive.co.uk/exhibitors/my-accountant-friend-north-west/,http://www.myaccountantfriend.com/,"We are online accountants specialising in small businesses, start-ups, contractors and freelancers.

With full access to our award winning, HMRC approved, making-tax-digital-ready accounting software and the peace of mind that comes from being able to reach your dedicated accountant anytime via phone or email, you can concentrate on doing what you do best: growing your business.

Our services include, but are not limited to:
- Fixed monthly fee based on your needs
- No hidden extras
- Around the clock tax-saving advice
- MTD VAT Submissions
- Company tax returns for small businesses
- Payroll Submission
- Wage slip production
- Pension processing
- Self-assessments

Come and see us on stand G184 for a free, no-obligation introductory chat, and say hello on our social media accounts:

Facebook - My Accountant Friend NW
Twitter - @AccountantWest
Instagram - @MyAccountantFriendNW

www.myaccountantfriendnw.com

My Accountant Friend North West - Powered By JustAccounts Ltd"
Nassari 360 Ltd,https://www.restauranttechlive.co.uk/exhibitors/nassari-360-ltd/,https://www.nassari360.com/,"Nassari360 is a software product that enables subscribers to produce immersive and exciting online content by embedding photographs, video and audio into a 360 image to create an interactive website experience.
Partnered with Ricoh Imaging, Nassari360 is a white labelled solution that enables interactive 360 content to be built and published in a matter of minutes."
Navitas,https://www.restauranttechlive.co.uk/exhibitors/navitas/,http://www.navitas.eu.com/,"Navitas is the complete safety net for the foodservice and hospitality industry. We help you protect people with expertise and digital tools for managing hygiene, health and fire safety.

You can be confident that all of your business is legally safe and supporting your customer service goals. All you need is one system to plan, act and prove your safety standards.

94% of kitchens that use our digital food safety system have been awarded a 5* safety rating. But we don`t just help you to ace your audit. You get a partner that can focus all your compliance, training, policies and every-day routines to the highest safety standards. Everything can be viewed and traced in seconds.

With 30 years of expertise in environmental health, we know that things don`t always go to plan. When that happens, our advisors can swoop in to take the pressure off and save the day. Only Navitas can go that extra mile.

It`s never been easier to keep your people, customers and reputation safe."
NT Assure,https://www.restauranttechlive.co.uk/exhibitors/nt-assure/,https://www.ntassure.co.uk/,"We deliver customer safety and trust through accurate food data management which drives compliance throughout the food lifecycle process and operational practices. We also prioritise the accuracy and assurance of packaging, distribution and commercial data, avoiding costly errors.

In today`s challenging environment, allergen, dietary, provenance and nutrition information is more important than ever; staying healthy is vital with clear and accurate food information at the centre of customer choice.

Our systems help FBO`s comply with legal requirements and customer expectations. For example, providing allergen information, recipe management software, PPDS ingredient labelling (Natasha`s Law) print solution, mandatory calorie labelling in the out-of-home sector, CovidDiary, digital menu solutions and Track and Trace solutions for diners.

Our industry-renowned product lifecycle management solutions are maintained by our team of compliance experts; giving you food information you can trust."
Orion Print,https://www.restauranttechlive.co.uk/exhibitors/orion/,https://orionprint.com/,"Orion is an experienced gift card printing company. When it comes to both gift card and gift voucher solutions, we`ve worked for years with many of the UK`s favourite brands. We work with:

High street gift cards and shopping vouchers
Reward & recognition providers
Loyalty programmes
Leisure products
Employee & member benefit schemes
E-gift cards and online gift vouchers
Whether physical or digital, individual or multiple, to consumer or corporate buyer, our range of gift card printing services is extensive and covers off-the-shelf or bespoke solutions.

Our gift cards and vouchers are printed to industry standards and even to bespoke specifications, using plastic or eco-friendly board cards, magstripe, barcode or even QR codes. Our competitively priced short-run production allows you to make further enhancements based on feedback, by updating your existing gift card range with little effort on your part. Plus co-branding, personalisation and photo uploads are all at your and your customers` fingertips.

We offer a range of gift card printing options to make your product unique, one that will engage with your customer base. Get in touch with us today to discuss the options."
Parotec-IT Ltd & MAXCases Ltd,https://www.restauranttechlive.co.uk/exhibitors/parotec-solutions--maxcases-interactive/,http://www.parotec-it.co.uk/,"Parotec-IT : Protect / Store / Charge / Sync your mobile hand held devices.

Parotec-IT is a trading name of Parotec Solutions Ltd and is the name for the division specialising in IT related products. Based in Manchester , UK from where we deliver to clients throughout the world.

Specialising in design, manufacture and distributing of mobile device management solutions. Offering Desktop, mobile cases and carts for all verticals including Hospitality, Medical, Education and Museum / Tour guide markets.

Adding to our manufacturing arm we distribute a very select specialised range of high quality accessories.

Maxcases being our key partner for device Protection for the likes of Apple iOS, Google Chrome, Microsoft Surface and many other key brands of Notebooks / Laptops.


We are accredited to ISO 2008 : 2015"
PepperHQ,https://www.restauranttechlive.co.uk/exhibitors/pepperhq/,https://www.pepperhq.com/,"Pepper's SaaS offering enables us to deliver branded mobile apps quickly and at low cost to traditional retail and hospitality businesses - enabling them to harness the power of mobile commerce to improve the customer journey, increase operational efficiency and drive footfall."
Planday,https://www.restauranttechlive.co.uk/exhibitors/planday/,https://www.planday.com/uk/,"Planday is a workforce management platform, enabling business leaders and employees to efficiently schedule and manage staff rotas, whilst simplifying communication. With over 12 years of experience in the industry, Planday is well-placed to provide businesses with a solution that meets their unique needs, trusted by some of the world's biggest brands. No matter what your business does, Planday makes your day work."
pointOne EPoS,https://www.restauranttechlive.co.uk/exhibitors/pointone-epos/,http://www.pointone.co.uk/,"pointOne EPoS delivers an exceptionally fast and user friendly interface to process transactions quickly and accurately, an essential requirement for QSR restaurants and the Takeaway business sector.

Combine this with 'cashless', self-service kiosks, online ordering, driver management, caller ID, postcode lookup, smart phone apps, remote access, enterprise stock control and pointOne's innovative marketing modules, Loyalty & Promote, and you have the perfect business tool for your hospitality operation."
PROPPOS,https://www.restauranttechlive.co.uk/exhibitors/proppos/,https://www.proppos.com/,"PROPPOS offers A.I checkout solutions for Horeca and Retail Industries.

Proppos FastPay, our first solution, is an intelligent and autonomous self-checkout powered by computer vision and deep learning algorithms. Thanks to AI, Proppos FastPay is able to recognize any kind of product, without the need of scanning them, offering a really fast shopping experience.

It is an ideal solution for canteens, self-service restaurants, grab & go and cafeterias.

Proppos FastPay offers great benefits: huge savings and faster and digital shopping experience.

Nowadays, Proppos FastPay, it's being used by the leaders of the industry."
Pubinno,https://www.restauranttechlive.co.uk/exhibitors/pubinno/,https://pubinno.com/,"Pubinno, Inc. is a San Francisco based technology company that is building 'Internet of Beer' to connect all the stakeholders in the entire draft beer ecosystem. Pubinno, as The Future of Draft Beer, brings AI, Robotics, and IoT technologies to the ecosystem which has not seen significant development in recent decades. In 5 countries, more than 20 million pints of Perfect Beer has been served via Smart Taps"
QSR Automations,https://www.restauranttechlive.co.uk/exhibitors/qsr-automations/,http://qsrautomations.com/,"Established in 1996, QSR Automations is the hospitality industry leader in kitchen automation and guest management solutions. Headquartered in Louisville, Kentucky, with an international office located in London, QSR helps restaurants and businesses of all sizes and concepts around the world.QSR creates smart solutions and purposeful technology to measurably increase restaurant efficiency, enhance productivity, and improve quality. QSR's innovative software and hardware solutions focus on all activities around the guest to help create a positive and memorable dining experience."
QuickOrder,https://www.restauranttechlive.co.uk/exhibitors/quickorder/,https://quickorder.dk/,"Too many restaurateurs experience challenges in running a well-functioning eatery. That's not how it should be. The smartphone replaced the folding phone in 2008. Now the turn has come for your checkout system.

The future is now. Not tomorrow, not in a week, it is now.

After all, you have one task: servicing the guest. Give them a memorable experience and they will come again. We know how difficult it can be. We want you to succeed. That's why we created QuickOrder.

All your work tasks are united. Finances, payroll, shift schedules, table bookings, all the critical aspects. Eventually you get the overview. You make better and right decisions and your restaurant becomes efficient. From the first day. This is equivalent to hiring a manager with +15 years of experience."
Reflexis Systems,https://www.restauranttechlive.co.uk/exhibitors/reflexis-systems/,https://www.reflexisinc.com/,"Reflexis Systems, now part of Zebra Technologies, is the leading provider of intelligent workforce management, real-time communication, and task management solutions for multi-site organizations in retail, food service, hospitality, and banking.

The Reflexis ONE™ intelligent work platform of Execution and Communication, Workforce Management, Mobility, and Advanced Analytics and Reporting solutions enables our customers to unleash the power of their frontline associates, increasing the opportunities for customer engagement and providing customers with a more consistent brand experience. Today, over 275 world-class organizations located across the globe are leveraging Reflexis ONE to simplify execution, improve communication, optimize labor decisions, and achieve measurable benefits."
S4labour,https://www.restauranttechlive.co.uk/exhibitors/s4labour/,https://www.cattonhospitality.com/,"Labour management tools designed and built for the hospitality industry.

S4labour is used by the U.K's leading operators to help grow their sales, save money and save time, through more intelligent labour scheduling, deployment, H.R., shift planning as well as team payroll and reward.

At the heart of S4labour is the intuitive labour scheduling tool, deploying labour at the times your business really needed it, ensuring you maximise your sales opportunities, while not over spending on un-required labour hours.

Built on top of this is a comprehensive H.R. suite that enable you to manage holiday accrual and requests for time off, store and retrieve vital staff documents such as right to work, electronic contracts and much more, easily in a GDPR compliant way.

S4labour has developed the most innovative leadership tools to boost the effectiveness of your shift and communication.

Finally, the S4labour payroll bureau makes sure your team are paid accurately, without having to worry about all the complexities that things like tax, pensions and TRONC can bring."
Salt Technologies,https://www.restauranttechlive.co.uk/exhibitors/salt-technologies/,http://www.salt-technologies.com/,"Online ordering is a must have. Let us handle it. We're perfectly positioned to bring you online technologies to serve your restaurant, bar or takeaway.

Salt Technologies provides a white label technology ecosystem serving consumer service industries. We provide big business technology at predictable, affordable prices, giving partners access to new markets on their terms.

Ya Takeaway is Salt's online ordering system, designed for restaurants and takeaways. With Ya, everything is Yours Again - you have control to run it how you want, when you want. But if you don't want to jump in, we'll run the system for you at no extra cost. Here's what you can expect:

* Your own website and ordering system, not an aggregated directory
* Manage collection and delivery orders
* Mileage or post code delivery zones
* Wait time communicated to customers
* Card payments handled seamlessly
* Facility for cash payments
* Apply discounts automatically to orders
* Automatically build a customer database
* Communicate with customers by SMS and email
* Marketing support, including SMS blasts, social media posts, flyer printing
* Dynamic menu management at no extra cost
* Run your own promotions by SMS and email
* Table booking system for your restaurant
* Missed order alerts

You've built your business up to serve your customers in your community. You have a powerful brand as a respected local business, and we're not getting in the way of that. Everything about Ya Takeaway allows you to retain control of your business so you don't have to chase your technology supplier for every little thing, and you can concentrate on what you do best: cooking great food."
Secure Vouchers,https://www.restauranttechlive.co.uk/exhibitors/secure-vouchers/,http://www.securevouchers.co.uk/,"Security gift voucher printers, with clients ranging from small independents to High Street retailers and everybody in-between. Supplying your own gift vouchers is an excellent way to increase footfall, improve loyalty and maximise revenue for your business.

Gift Voucher Printing is our speciality
If you`re considering printing gift vouchers for your company, then you have come to the right place. We can work with you to create a unique personalised gift voucher, whether you have your own design or you require us to create a custom one for you. We aim to make the process of gift voucher printing simple and affordable, and even provide a FREE no obligation proof of your personalised gift voucher design. With a low minimum order quantity of just 200 gift vouchers, you can easily try them out for yourself and see how they can benefit your business. It`s easy to order your gift vouchers online, but if you prefer, you can call us on 01215079608, and a member of our gift voucher printing team will be delighted to assist you.

Why Secure Vouchers?
What makes us different?
Personalised unique gift voucher designs
Free no-obligation proof preview of your gift voucher design
High quality, secure gift vouchers to prevent unauthorised duplication
Large selection of templates available to order online
Minimum order of just 200 vouchers.
Free delivery on UK mainland orders over £75"
"Shenzhen Weiguan Views Technology Co., Ltd.",https://www.restauranttechlive.co.uk/exhibitors/shenzhen-weiguan-views-technology-co-ltd/,https://tyalux.com/,"Shenzhen Weiguan Views Technology Co., Ltd. is a listed company ( stock code :835002) and has been engaged in LCD terminal displays over 10 years. The company`s products range in LCD video wall, digital signage ( Kiosk),touch screen and facial recognition displays.
And products have passed CE, RoHS, FCC,CCC certification, also obtained ISO 9001, ISO 14001, OHSAS 18001 certificates. The company has been providing products and service for over 800 customers from UK,Canada,Russia,USA and other countries and regions.
The company also provides OEM /ODM service for client worldwide, has been building up a long term cooperation with business partners including Ford ,Audi, BYD, Dahua, Huawei, TCL. Now the company is committed to developing to be a competitive global company to provide excellent products and service."
Skyline Whitespace,https://www.restauranttechlive.co.uk/exhibitors/skyline-whitespace/,https://www.skylinewhitespace.com/,"The UK`s leading supplier of Dinner Domes and Social Distancing Solutions.

Based in Wimbledon, we are helping restaurants all over the country get back to business in a safe and COVID-Secure way.


Dinner Domes

Our Dinner Domes offer a unique, memorable and safe dining experience both now and when things return to normal following Covid-19.

Blurring the lines between the indoors and the outdoors, our domes are 3.6m wide freestanding structures made using recyclable polycarbonate and can seat up to 6 people socially distanced or 8 people during normal times.

The domes can be used all year round or set up temporarily for particular times of the year, with the ability to heat or cool them depending on the season. They are rigid enough to be used permanently, yet easy enough to move or take down quickly when needed.

Weather resistant to rain, wind, snow and UV protected, the domes are extremely durable at 200 times stronger than glass, with a 15+ year life expectancy.

Our friendly team can travel to you and quickly install the structures, with the option for us to style the interiors too if you wish.


Social Distancing Solutions

Our Social Distancing Solutions are created specifically for restaurants and takeaways and can be fully branded to suit your company and environment.

We cover everything from table divider screens and sneeze guards to distancing floor stickers and signage. Whatever your project and budget, we can create tailormade packages according to your requirements.

All our solutions are made in-house at our workshop in Wimbledon, South West London.

We provide free on-site planning and project management, with fast turnaround and express deliveries available."
Spartan Audio Visual,https://www.restauranttechlive.co.uk/exhibitors/spartan-audio-visual/,https://www.spartanaudio.co.uk/sales-installation,"Spartan Audio Visual offer Integrated, stylish and inviting AV solutions for restaurants, bars, hotels and other leisure and hospitality venues. We help you create and maintain engaging, comfortable environments, which encourage consumers to stay and spend.

We bring unique expertise to bear as our sister events company deploys large scale concert systems for world-class touring artists every week. We know what discerning, modern, cultured audiences expect an immersive audiovisual experience to feel like and can help you leverage that for the hospitality market.

Consumers live in an increasingly connected, immersive technological world; where audio and video appear consistently as one entity. Our ethos is to build on an inviting audio environment, with screens that transition from digital signage and even presentation display to high definition prime time sports screens as required.

Finally, we challenge the idea that powerful, integrated systems such as these have to be hard or confusing to use, leading to the installation of overly basic and dumbed down solutions. We understand that in hospitality it's reasonable to expect a high turnover of staff. So we prefer to implement intuitive, flexible and familiar interfaces, often in the form of apps, or touchscreens that often have zero learning curve thanks to the smartphone revolution.

Start a conversation with us about your challenges, frustrations and success stories. We love to help and even more so, to learn."
Studio Morfar,https://www.restauranttechlive.co.uk/exhibitors/studio-morfar/,http://studiomorfar.com/,"Studio Morfar are a London based creative agency that turn brands into the eye candy they deserve to be.

With a hatred of jargon and wishy-washy design speak, we pride ourselves on our human approach towards. Some of the services we offer: Branding, graphic design, art direction, photography, film, web development, environment and installation design for music festivals, illustration, exhibition design."
SwiftComply,https://www.restauranttechlive.co.uk/exhibitors/swiftcomply/,https://www.swiftcomply.co.uk/,"SwiftComply are innovators in fat, oil and grease (FOG) management. Working collaboratively with water companies, governments and local partners, we are on a mission to protect the environment and human health around the world.
SwiftComply provides a digital ecosystem that connects water companies, food service establishments and service providers. Our combined approach to data management, innovation and education aims to stop FOG at source, preventing sewer blockages and floods."
Tabit Technologies Ltd.,https://www.restauranttechlive.co.uk/exhibitors/tabit-technologies-/,http://www.tabit.cloud/,"Tabit replaces the need for add-on to legacy systems, silos, and complex integrations. Transform restaurant operations through mobile connectivity Tabit`s unique solution aims to transform the industry by leveraging mobile connectivity to streamline restaurant operations, extend sales opportunities, and elevate the overall experience for both operators and their customers.
Designed from the ground up to be truly mobile, the Tabit solution implements mobile best practices and offers a business process-oriented solution. Mobile by design, we are bringing the smartphone experience to dining with intuitive technology that is simple to use (even easier for servers than pen and paper!) and requires minimal maintenance.

Founded and led by Barry Shaked (CEO) and Nadav Solomon (COO) and based in Tel Aviv, Miami and Dallas, Tabit is currently deployed in hundreds of sites - ranging from high volume full service restaurants to small neighborhood café"
TAKEOUT,https://www.restauranttechlive.co.uk/exhibitors/takeout/,http://www.takeoutgroup.com/,"Takeout Group provides an All-in-One ordering and dispatching platform within the online takeaway and delivery segment. The platform covers both portal business (TAKEOUT brand), white label app & web for restaurants (MenuKitt brand) and logistics driver app (DriverKitt brand) at competitive rates"
TellTheChef,https://www.restauranttechlive.co.uk/exhibitors/tellthechef-/,https://tellthechef.com/,"TellTheChef is the smartest way to manage food and drink pre-orders at your venue.

Designed by catering professionals, the highly versatile web-based system enables caterers and event managers to offer any size party a multiple choice menu, with orders placed by guests online within a timeframe set by the caterer."
Tevalis,https://www.restauranttechlive.co.uk/exhibitors/tevalis/,http://website.tevalis.com/,"Tevalis are market leaders in providing the hospitality, leisure and gaming industries, with a Technology Ecosystem of solutions. This includes bespoke EPOS, Enterprise and Integrated platforms.

We`re the company to help ensure that our clients receive a system which meets their full requirements. How do we do this? Much of our development is driven through consultation with our clients and industry professionals. Therefore, we have an in-depth understanding of the industries that we target and a system specifically created for our target audience.

So, whether you're operating a Michelin starred restaurant or a large network of pubs; at Tevalis we provide the expertise to implement the most suitable POS system, capable of delivering improved efficiency and profitability to your business.

Our client portfolio includes names such as: The Village Hotels, Birmingham City Football Club, Ibiza Rocks, Corrigan Collection, Market Halls, Incipio Group, St Andrews Links, The Breakfast Club, CORE by Clare Smyth, Napoleons Casinos and thousands more."
The Reputation People,https://www.restauranttechlive.co.uk/exhibitors/the-reputation-people/,http://www.thereputationpeople.com/,"Your reputation is important - it might take time to build but it only takes seconds to ruin - and if you don't manage it, someone else will. We work with companies to ensure their reputation is enhanced and protected, no matter what happens. Through a combination of traditional media relations, social media management, events, crisis comms planning, stakeholder engagement and more we can tailor the combination of services that is right for your business and your budget."
Trust Payments,https://www.restauranttechlive.co.uk/exhibitors/trust-payments/,https://www.trustpayments.com/,"Our mission is to help businesses to optimise their sales and customer experience through facilitating speedy and seamless payments, loyalty, and data management creating truly Converged Commerce."
Urb-it,https://www.restauranttechlive.co.uk/exhibitors/urb-it/,https://urb-it.com/,"Urb-it offers retail partners on-demand inner-city deliveries that are personal, flexible and sustainable. Our aim is to increase conversion rates and build loyalty for our partners by providing convenient same-day deliveries that suit the consumers busy."
Utilita Energy,https://www.restauranttechlive.co.uk/exhibitors/utilita-energy/,http://www.utilita.co.uk/,"We're a gas and electricity supplier, focused on the needs of the PAYG energy market. We've been installing Pay As You Go smart meters for over 10 years, and we're pretty pleased about that."
Virtronix,https://www.restauranttechlive.co.uk/exhibitors/virtronix-/,https://virtronix.co.uk/,"We create advanced immersive experiences in 3D, 360°and virtual reality across a number of sectors from real estate to entertainment, and everywhere in between.

From a simple virtual tour to a media-rich immersive extravaganza, our aim is to provide our clients with extremely high quality “digital twins” of their spaces which can be used to drive awareness, raise conversion and increase sales in a fresh, beautifully simple and excitingly immersive way. Jump in."
VoCoVo,https://www.restauranttechlive.co.uk/exhibitors/vocovo/,http://www.vocovo.com/,"VoCoVo brings a team to life by providing an integrated system of seamless, on-the-go communication with bespoke functionality moulded to alleviate specific pain points in your restaurant environment.

Release the VoCoVo magic and you'll streamline front and back of house, eliminate missed bookings while creating a vibrant, connected working environment where teams naturally put the client at the heart of everything they do, with precision and pride."
Winaim,https://www.restauranttechlive.co.uk/exhibitors/winaim/,https://www.winaim.co/,"Your organisation has core systems and processes that constitute an internal map describing what is happening in your business, this is your internal enterprise. Winaim extends this map to be a dynamic outward facing tool. Winaim creates your external map by collecting critical data and reporting in real time about what is happening with your customers, suppliers, regulators and any third party stakeholders. We call this your extended enterprise graph."
WyreStorm Technologies,https://www.restauranttechlive.co.uk/exhibitors/wyrestorm-technologies/,https://wyrestorm.com/,"WyreStorm is a leading manufacturer of 4K and HD AV signal distribution and control systems for ProAV, commercial, retail, hospitality and custom installation markets. We specialize in providing innovative and efficient single platform and hybrid technology solutions. All WyreStorm products are developed to minimize system complexity and maximize connectivity and reliability, allowing for an easier and more flexible installation process. The result is exceptional performance and functionality in all AV applications. Make the end user`s experience the best it can be with WyreStorm."
Yoello,https://www.restauranttechlive.co.uk/exhibitors/yoello/,https://www.yoello.com/,Your customers don’t want to download an app... they want their order. Keep them on board with app-less mobile ordering from Yoello.
Yonoton,https://www.restauranttechlive.co.uk/exhibitors/yonoton/,https://yonoton.com/,"We are the leading expert in digital ordering service for the hospitality and entertainment sector. Our versatile SaaS platform boasts quality and provides a truly omnichannel solution for its clients to run their business in a modern way that saves operational costs and generates extra revenue. We operate in the B2B2C sector, which means that we make revenue-driven services for our clients - fully customized for their brand."
YOOBIC,https://www.restauranttechlive.co.uk/exhibitors/yoobic/,https://yoobic.com/,"All-in-one platform that covers execution, site audits, communication and training.

YOOBIC helps hospitality businesses to optimise their sites, operations, and team management so they can deliver an irresistible guest experience that ultimately keeps customers coming back again and again.

YOOBIC`s groundbreaking platform supports the execution of day-to-day task management like menu and promotional updates, ensuring promotions and visual guidelines are executed on time and exactly as planned.

Site visits are completely digitised, pictures can be taken instantly via the YOOBIC app and sent to HQ to get real-time feedback and data. Instead of email, paper, texting, or PowerPoints, YOOBIC simplifies everything for field and site teams. This gives businesses the opportunity to always keep an eye on quality standards and compliance across sites. The time saved can then be spent by managers to connect with the staff.

YOOBIC also provides managers and associates with employee messaging, targeted training in the form of micro-learning and quizzes, as well as gamified learning along with challenges and incentives. This allows businesses to boost employee retention and engagement.

With all aspects of their sites optimised, our clients such as Ladurée (80+ sites), Au Bureau (140+ sites), Planet Sushi (70+ sites) are now on the express line towards better and more consistent customer service and increased revenue."
