name,website,actual-website,company-overview
New Era Screens,https://www.olympiabeauty.co.uk/online/new-era-screens/,http://www.neweragroup.co.uk,"Offering Indoor and outdoor digital signage solutions to the Hair & Beauty industry, Dental and Optical sectors as well as Estate Agents, restaurants, and independent retailers. From lease and rental options, to outright purchase of hardware, we offer the full suite of digital advertising. Fully managed content service and bespoke design work as standard, we believe that installing a screen in your business is only the first step of the journey!"
NG Pro Nails,https://www.olympiabeauty.co.uk/online/ng-pro-nails/,https://www.nailgaga.co.uk,"Welcome to NG Pro Nail Systems ( Nail Gaga ), home of professional nail systems and award winning training.
Supplying superior quality products along with recognised training programs.
With a passion to raising industry standards, we are proud to be a Habia endorsed training provider and boast a team of award winning educators & entrepreneurs.
At NG Pro Nail Systems we strive to bring you the latest, most innovative products ensuring you can create beautiful nails with the most up to date skill and technique.
With core systems of liquid & powder, hard gel and Acrygel, along with Gel polishes, tools and an array of nail art supplies, we really do have everything to place in the nail professionals hand."
Nouveau Lashes,https://www.olympiabeauty.co.uk/online/nouveau-lashes/,https://nouveaulashes.com,"We’ve been transforming lashes and self-confidence since 2005. In that time, we’ve earned a reputation as the UK’s number one brand in our sector. We help people to make the most of their eyes and our lash artists the most of their careers."
OULAC,https://www.olympiabeauty.co.uk/online/oulac/,https://oulac.co.uk,OULAC was born from the vision that high-performance makeup and environmentally conscious cosmetics do not have to be mutually exclusive.
OXYjet UK,https://www.olympiabeauty.co.uk/online/oxyjet-uk/,https://www.oxyjetuk.co.uk,"OXYjet offer high-tech patented oxygen therapy systems for beauty along with professional training for beauty therapists and aestheticians UK wide. Their safe, effective and gentle systems use pulsed pressurised oxygen with a range of high-quality skincare products to create indisputable results. The systems were first developed in Germany when Naturopath, Lothar Bode sought to develop a safe, pain free system of administering medicines to sensitive skin. He created the OXYjet system using pure pressure oxygen. His wife, Jutta Bode soon developed a range of natural cosmetic products to work in conjunction with the OXYjet. After hugely successful trials they launched worldwide and have since gathered a plethora of celebrity clients, the OXYjet professional system is now used in locations such as The Dorchester Spa and The Wellness Clinic at Harrods. Their hand-held device, the OXYjet Go, launched more recently is proving popular with mobile therapists for outstanding results and convenience."
PHAB Service Stars,https://www.olympiabeauty.co.uk/online/phab-service-stars/,https://phabservicestars.com,"PHAB Service Stars are described by many as the Michelin Stars of the Beauty & Nail Industry. They are designed to recognise and promote to consumers in the UK and Ireland, the very best nail technicians and beauty therapists, thereby driving more business to their nail stations and beauty beds. A PHAB Service Star cannot be bought, you must qualify for it (no fee is charged unless the applicant qualifies). They are performance based Stars requiring evidence of performance and service excellence via results and customer & management testimonials. In addition to a social media graphics pack exposure & support, holders of a PHAB Service Star also receive a certificate, a personalised window sticker and a dedicated page on our website to attract new customers. Nail & Beauty professionals should apply today at www.phabservicestars.com to see if they qualify!"
Pharma Hermetic,https://www.olympiabeauty.co.uk/online/pharma-hermetic/,https://www.pharmahermetic.co.uk,"Pharma Hermetic is Spain based cosmetic and pharmaceutical manufacturer with more that 20 years of experience. Rooted from bio-technology, developed to support stem cells in the hair follicle. Hair Recovery Program SP55 has effective active ingredients which enhances the growth of hair and activates dormant follicles to rebalance the scalp. The natural DHT blocking ingredients inhibit the formation of the 5α-Reductase to reduce the inflammation and provides better supply of the key ingredients for healthy cellular growth."
print by example,https://www.olympiabeauty.co.uk/online/print-by-example/,https://printbyexample.com/,"www.printbyexample.com brings you high quality nail art decals which have been designed by a nail professional, for nail professionals. The easy to apply decals are salon time and cost effective. With a large selection to choose from there really is something for everyone. Full application instructions are included with every sheet. We also carry unique personalised gifts, branded merchandise and stationary."
Pro Impressions,https://www.olympiabeauty.co.uk/online/pro-impressions/,https://www.proimpressions.com,"Pro Impressions is one of the leading suppliers of Professional Nail, Hair, & Beauty products. We supply to wholesalers, schools, colleges, training academies and salons nationally and internationally. We take pride in our excellent customer service and salon quality products, guaranteeing that shopping with Pro Impressions will give you the satisfaction and value for money you are looking for."
PRP Lab,https://www.olympiabeauty.co.uk/online/prp-lab/,http://www.prplab.co.uk/,PRP Therapy is the most natural treatment that relies on body’s own ability to regenerate and fight the hair loss and ageing process.
Purcy Chair Co.,https://www.olympiabeauty.co.uk/online/purcy-chair-co/,http://www.purcychair.com,Beauty – Lashes – Brows – Aesthetics – Hairdressing – Barbering
Pure Nails,https://www.olympiabeauty.co.uk/online/pure-nails/,https://www.purenails.co,"Pure Nails is home to Halo Gel Polish, PoliBuild, EasiBuild, Acrylic, Halo Elite Tools and the brand new Halo Create range featuring stunning glitters, crystals, chromes and more for stunning, affordable nail art."
REM UK LTD,https://www.olympiabeauty.co.uk/online/rem-uk-ltd/,https://www.rem.co.uk/,"The World of REM
For over 100 years REM have been instrumental in creating working environments for the Salon & Beauty sector. From it’s origins as a manufacturer of Hairdressing hood dryers under the names of Eugene, Embassy and Suter Electrical it has now evolved into the company we now recognise as REM
Now offering a full range of furniture for the Salon, Barber and Beauty Industry REM can help you realise your dream salon working with you from Concept to Reality. The REM Factory based in Nelson, Lancashire houses a 4000 sq ft Showroom displaying their array of British made, hand crafted furniture. By appointment you can arrange to visit the Showroom to browse or even discuss your own salon project with a member of the REM Design Team."
ROOT MINERALS,https://www.olympiabeauty.co.uk/online/root-minerals/,https://www.rootminerals.com,INSPIRED BY LOVE! Discover Vegan Certified and Cruelty Free Professional Makeup For All Skin Types!
Routine Skincare Box,https://www.olympiabeauty.co.uk/online/routine-skincare-box/,https://routineskincarebox.co.uk,Indie skincare subscription boxes for the dermally discerning.
Sally Durant,https://www.olympiabeauty.co.uk/online/sally-durant/,https://sallydurant.com,"SETTING THE STANDARD IN AESTHETIC PRACTICE
Our progressive levels of regulated qualifications and professional development courses in aesthetic practice incorporate an unprecedented level of study in skin science, skin health management, cosmetic dermatology and remedial skin treatments.
We are very proud that Sally Durant was instrumental in developing the first aesthetic qualifications at Level 4. Since acquiring the brand in 2019, Skin Group International Ltd (SGI) have tirelessly devoted time to developing additional suites of advanced qualifications at Level 5 & Level 6, to further enrich the knowledge and expertise of skin health professionals and clinical aesthetic practitioners. Passionate about the industy we are pioneering the development of even higher levels of qualifications, to ensure there is a clearly defined ‘regulated’ progression for those who share our passion in becoming the best of the best, by continually increasing knowledge, skills and understanding in line with our exacting standards of expertise."
Scratch magazine,https://www.olympiabeauty.co.uk/online/scratch-magazine/,https://www.scratchmagazine.co.uk,"Scratch is the world’s leading magazine for nail professionals; packed with business news, step-by-steps, marketing tips, expert columnists, info about industry changes & so much more.
Presenting information to inform, inspire & educate in a glossy, bold format, Scratch is an essential for any nail pro or nail business owner. A print subscription means that a copy is delivered to your door at the beginning of every month for 12 months."
Shop Beautiful,https://www.olympiabeauty.co.uk/online/shop-beautiful/,https://shopbeautiful.co.uk/,"A single source supplier of premium, professional grade beauty brands."
Skcin  Masced Online Skin Cancer Surveillance Training,https://www.olympiabeauty.co.uk/online/skcin-masced-online-skin-cancer-surveillance-training/,https://masced.uk,"Our mission is to reach as many people as possible with vital skin cancer education. 90% of skin cancers are preventable we need work with the beauty sector to help provide this education. The sector has a key role to play in the fight against skin cancer. With skin cancer cases up 45% in the last decade, we need to act now to help stop not only the rising statistics, but deaths from melanoma."
Skin Expert Academy,https://www.olympiabeauty.co.uk/online/skin-expert-academy/,http://www.skinexpertacademy.co.uk,We offer students fast track CPD accredited courses in Beauty & Aesthetics. We are based in Harrow (North West London – close to the famous Harrow Boys School in Harrow-On-The-Hill).
Skintastic Aesthetics,https://www.olympiabeauty.co.uk/online/skintastic-aesthetics/,https://www.skintasticaesthetics.com/ocn-level-4-5-laser-training/,"Skintastic Aesthetics have a comprehensive range of level 4 & 5 Laser tattoo removal, IPL skin rejuvenation and laser hair removal Open College Network approved diploma courses. OCN London Qualifications are nationally recognised and regulated by Ofqual."
Skyncare,https://www.olympiabeauty.co.uk/online/skyncare/,https://skyncare.co.uk/,"Skyncare provide innovative, market-leading beauty and aesthetic technology for UK clinics and salons. Our highly-qualified professional team deliver expert training and unrivalled customer-focused support to ensure your success with effective treatment marketing and incredible results."
Slowianka Nail Trends,https://www.olympiabeauty.co.uk/online/slowianka-nail-trends/,https://slowianka-nails.pl/en.home.html,"Slowianka Nail Trends are professional products for nail styling and training, which is a complementary set of everything that every stylist who dreams about the development of his or her career needs."
Songbird Naturals,https://www.olympiabeauty.co.uk/online/songbird-naturals/,https://www.songbirdnaturals.co.uk/,"Songbird Massage wax is the perfect medium for a range of massage techniques, providing the massage therapist with the ideal grip-slip ratio. A superior alternative to massage oils and lotions, our massage wax is a non-spill, 100% natural, beeswax-based medium ideal for controlled and deep massage. Presenting as a semi-solid formula which immediately melts onto the skin, our waxes and balms provide a massage medium that delivers control, smoothness and a perfect finish.
Available as an unscented wax and in a range of blended essential oils, our aim is to provide the perfect grip, giving the best control for massage and bodywork, with no spills, no mess, no waste.
Choose from a range of grip-slip ratios, Vegan options, and a range of pack sizes to suit your needs, including recyclable and compostable Eco Packs."
Spa Towel,https://www.olympiabeauty.co.uk/online/spa-towel/,https://www.spatowel.co.uk/,"Spa Towel is a luxurious 500gsm cotton towel with a perfectly sized face hole, designed to fit any beauty or massage couch. Perfect for salons, spas and treatment rooms or for home-based or mobile beauty therapists."
Streifen,https://www.olympiabeauty.co.uk/online/streifen/,https://www.streifen.co.uk,"Founded on the principle of aesthetic excellence, Streifen offers cutting edge lasers and aesthetic technology from the best of the best in Germany."
Studex Piercing Systems,https://www.olympiabeauty.co.uk/online/studex-piercing-systems/,https://www.studexuk.com/,"For over four decades, the Studex name has signified trust and safety in Ear Piercing, and is recognised globally as the world’s largest manufacturer of Ear Piercing earrings, Instruments and After Care products."
TBS Gel Polish Company,https://www.olympiabeauty.co.uk/online/tbs-gel-polish-company/,https://tbsgelpolishcompany.co.uk/,Suppliers of professional soak off UV Gel polish in a range of high pigmented colours that are all vegan & cruelty free.
The Beauty Boss Academy,https://www.olympiabeauty.co.uk/online/the-beauty-boss-academy/,http://www.thebeautybossacademy.co.uk,"Founded by ex-salon owner and MD of The Creative Beauty Group and Lipnv, Layla Tourh, Beauty Boss HQ has launched The Beauty Boss Academy, an online membership site dedicated to the success of beauty professionals. The Beauty Boss Academy is a place for women in the beauty industry to connect, build and learn proven strategies for building a more successful and profitable beauty business. Alongside the membership, The Beauty Boss Academy also offers dedicated training courses and programs, with targeted strategies to help beauty bosses succeed."
The Beauty Click UK,https://www.olympiabeauty.co.uk/online/the-beauty-click-uk/,https://thebeautyclick.co.uk,"The Beauty Click Academy is an accredited training school, we deliver beauty courses in several different venues located around the UK.
All of our courses are fully accredited by the Guild of Beauty Therapists, the UK’s leading professional beauty trade body, for membership and insurance purposes.
Our tutors are expertly trained in the treatment subjects they teach, have a vast amount of beauty industry experience and the required teaching qualifications, so you’re in very safe hands."
The Clinical Academy,https://www.olympiabeauty.co.uk/online/the-clinical-academy/,https://www.theclinicalacademy.com/,"The Clinical Academy provides training and supplies to the beauty, microblading and permanent makeup industry."
The Edge Nails,https://www.olympiabeauty.co.uk/online/the-edge-nails/,https://www.edgenails.co.uk,To start off we would like to say how proud we are to be one of the UK’s leading professional nail care brands.
The Federation of Nail Professionals,https://www.olympiabeauty.co.uk/online/the-federation-of-nail-professionals/,https://the-fnp.com/,"The Federation of Nail Professionals is a new not for profit organisation dedicated entirely to the Nail Industry. The FNP will lead the way in ensuring that standards in nail education are raised, and amongst numerous other benefits, that you have an advocate at the highest levels, that you have the resources at hand to take the lead with your own development, and a direct line to an expert panel of Industry Leaders who can advise you on every aspect of your career."
The GelBottle Inc,https://www.olympiabeauty.co.uk/online/the-gelbottle-inc/,https://www.thegelbottle.com/,"The GelBottle Inc was born with high quality and innovation in mind, offering an incredible array of over 450 unique colours to satisfy everyone’s taste. We developed cutting edge products like Builder In A Bottle™ and GelPot, two revolutionary builder gel systems for both natural nails and extensions. With our different approach, we have rapidly grown into an international brand recognized worldwide and are quickly making our way to the forefront of the Industry. We’ve learned that the way forward is to set trends, not to follow them."
The Online Beauty Courses,https://www.olympiabeauty.co.uk/online/the-online-beauty-courses/,https://www.theonlinebeautycourses.com/,"The Online Beauty Courses offer independent learning experiences for those looking to start or advance their career in the beauty industry. Complete all of our courses from the comfort of your own home and at your own pace, with the added benefit of not having an expiration date on your course materials. Once purchased you will have immediate access to your course content with no delay. Course content includes modules, step-by-step guides and visual tutorials. Your knowledge is assessed throughout with some end of module tests."
The Smart Group,https://www.olympiabeauty.co.uk/online/the-smart-group/,https://the-smartgroup.co.uk,"With 25 years experience in the aesthetic beauty sector The Smart Group supply the latest in non-invasive equipment and active skincare.
Either developed and manufactured to our own exacting standards or from worldwide leading brands, ALL Smart products carry the latest in global certification for quality assurance and are delivered and trained with the SMART PERFORMANCE GUARANTEE! or you money back.
Earn £300+ per hour with the “best in Class” Smart Diode delivering pain free super-fast laser hair removal. Double your profits and halve you facial treatment time with no-needle SmartMESO, invest in the most proven body contouring technology with Smart Sculpt Pro. Deliver permanent results with A|C|C|O|R, the worlds No1 Plasma Pen
Beat Covid lockdowns with SMART START 6, own any Smart device and only pay £50 for the first 6 months!
With a proven track record of innovation The Smart Group delivers for todays professional aesthetic beauty professional."
The Unicorn’s Den,https://www.olympiabeauty.co.uk/online/the-unicorns-den/,https://theunicornsden.co.uk/,"Beautiful products, excellent customer service with a quick dispatch time."
Timely Salon & Spa Software,https://www.olympiabeauty.co.uk/online/timely-salon-spa-software/,https://www.gettimely.com/share-the-love/sign-up/person_B507A22F-F5DB-4DDA-911C-C0CEB89CDBEB/,"So much more than just beautiful online booking; Timely’s innovative software will help you manage your business, deliver an exceptional client experience, build a respected brand, and protect your revenue. Join the Timely community of 46,000 supportive & connected beauty professionals and get access to award-winning customer support, education from the biggest industry names all over the world, and support from your peers."
Tooth Fairy Tooth Whitening and Tooth Crystals,https://www.olympiabeauty.co.uk/online/tooth-fairy-tooth-whitening-and-tooth-crystals/,http://toothfairy.ch,"Tooth Whitening Starter Set
Normally you receive 25 treatments but now we are offering 45 treatments with free training online and certificates online. You will also receive a tooth crystal kit free for 50 people and a bonus of 25 free rainbow crystals. £999 no VAT and free delivery."
UK Beauty Schools,https://www.olympiabeauty.co.uk/online/uk-beauty-schools/,https://www.ukbeautyschools.co.uk,"We have three training schools; Kent, Essex and London. Offering a full range of short Beauty Diploma Courses and NVQ’s for beginners or existing therapists who are looking to update their skill set. We also offer a range of Hairdressing NVQ courses for those new to the industry or those looking to further their existing hairdressing qualifications."
VTCT,https://www.olympiabeauty.co.uk/online/vtct/,https://www.vtct.org.uk,"VTCT (Vocational Training Charitable Trust) is the UK market-leading specialist-awarding organisation for the Hairdressing, Beauty Therapy and Complementary Therapies sectors. VTCT has over 1,600 approved centres globally, and offers vocational and technical qualifications in a range of service sectors in the UK, Ireland, South Africa, Spain, Italy, Asia, and throughout the world."
Vu Nail Systems,https://www.olympiabeauty.co.uk/online/vu-nail-systems/,https://vunailsystems.com,"Vu Nail Systems; founded on a basis of nail design and creation, but also quality, cost and ease of use. Top-quality products with great pricing to ensure that everyone is able to create and design incredible nails."
Waxperts,https://www.olympiabeauty.co.uk/online/waxperts/,https://waxpertsacademy.online,"Waxperts Wax, the multi award winning wax brand and training academy.
For Ireland go to https://waxpertswax.com
For Uk and NI https://waxpertswax.co.uk"
White&CO Cosmetics – Tooth Whitening Products & Systems,https://www.olympiabeauty.co.uk/online/whiteco-cosmetics-tooth-whitening-products-systems/,http://www.whiteandcouk.com,Is your business benefiting from the high demand Tooth Whitening Cosmetics sector ?
