name,website,actual-website,company-overview
Cornish Charcuterie,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/norton-barton-artisan-food-village,https://theartisanfoodvillage.com/,‘Coming Soon’
Creative Car Park Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/creative-car-park-ltd,http://www.creativecarpark.co.uk/,"Car park management that works for you, your staff, and your customers."
Creme D'or,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/creme-dor,https://www.cremedor.co.uk/,"Creme d’Or are a specialist wholesaler and importer of confectionery. Providing outstanding customer service, innovative and exclusive products, across a wide range of customers in the UK and globally. Partnering with hundreds of suppliers, Creme d’Or offer both bespoke and branded products. We have a wealth of experience amongst our buying and sales departments focusing on the following sectors; National Accounts, Major Multiples, Wholesale, Forecourt/Travel, Independents and Export."
Crosta & Mollica,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/crosta-mollica,http://www.crostamollica.com/,"The Crosta & Mollica journey began when our founder and MD, James was a graduate agricultural technologist working with a company that imported Italian fruit. He fell in love with all things Italian and in particular the rich variety of regional breads that he discovered on his travels, soon seeking out local mills and bakeries so that he could bring their delicious produce back to the UK."
CSB-System,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/csb-system-ag,https://www.csb.com/en/,"Global one-stop provider - software, hardware, services, and business consulting
Around the world, we offer our customers any services they need for the efficient use of the industry-specific solution, from our own hand:
Management & Planning Software
Process Control Software
Execution & Manufacturing Software
Automation Solutions
CSB-Vision Industrial Image Processing
Hardware
Consulting and Services
The approach of supplying software, hardware, services, and business consulting from a single source results in a reduction of costs and complexity for our customers, for example in the case of acquisitions or international expansion of their businesses.
For more information visit: www.csb.com"
CSP Countryside Greetings,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/csp-countryside-greetings,http://www.sainsburyplaice.com/,"British-made greeting cards and giftware. A well chosen, thoughtfully penned greeting card can mean more than anything to the recipient. We are lucky to stable some of the UK’s most iconic countryside artists and cartoonists. DOGS - COUNTRY PURSUITS - EQUESTRIAN - LANDSCAPES - WILDLIFE - NATURE - SPORTS - GARDEN - CATS - BIRDS - FARMING - OUTDOORS - VINTAGE - CARTOON"
CSY Retail Systems,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/csy-retail-systems,http://www.csy.co.uk/,"CSY Retail Systems has been in business for more than 30 years providing EPOS Systems and has over 1,300 sites across the UK using our EPOS Software.For over the last 10 years CSY have been installing EPOS Systems ,Touchscreen Label Printing Scales,Zero Waste Scales and E-Commerce web sites for Farm Shops, Deli’s, Supermarkets and other retailers. Over the years we have added Integrated Loyalty System & Retail Intelligence Software which is helping our clients to look after their customer base.
Due the ever changing Retail Market CSY’s EPOS System is always evolving its software to make sure our Clients needs are taken care of giving them a future proof system."
CWA,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/cwa,http://carwashassociation.co.uk/,"The Car Wash Association (CWA) was originally established in 2007 by wash operators and industry suppliers and is now officially incorporated as part of the Retail Motor Industries Federation and affiliated to the Petrol Retailers Association (PRA).
It is a self-regulating, not-for-profit industry body involved in the practice of setting quality and safety standards by promoting best practice and fair competition and committed to ensuring that environmental, fiscal, H&SE, and employment regulations are observed and where necessary enforced. It also provides a robust voice for members with the Government and devolved powers to enable appropriate legislation. Provides the most authoritative data on the UK Car Wash Market. Works with Government, key advisors and water suppliers to prepare for future wash demands."
D C Norris & Co Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/d-c-norris-co-ltd,http://www.dcnorris.com/,Coming Soon
Daioni Organic,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/daioni-organic,http://www.daioni.co.uk/,"Daioni Organic is a family-owned producer of premium organic products, based in the beautiful countryside of Wales. Daioni – ‘Dye-on-knee’ – means Goodness in Welsh and our products are good for the environment, good for you and good for the community. Daioni Organic was founded by Laurence Harris, a passionate and award-winning dairy farmer with over 50 years of farming experience, who remains at the forefront of the brand. Produced and packed in the UK, you can be sure that Daioni Organic products are 100% traceable from our family farms to your family’s fridge. They are also free from artificial colourings, preservatives and chemical contamination."
Davidstow Cornish Cheddar,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/davidstow-cornish-cheddar,http://www.davidstowcheddar.co.uk/,"The Davidstow creamery is a truly unique place. Situated on the rugged North Cornwall coast between Padstow and Bude, it is surrounded by lush green pastures that are second to none. The temperate climate creates perfect grazing conditions and gives us access to milk of the very highest quality. For nearly 70 years, it has allowed us to craft cheddar of exceptional quality and character, enjoyed by people across the country. Our philosophy is simple- We believe that even with a
raw ingredient as great as ours, TIME is the best way to achieve true depth of flavour.
The multi-award winning cheese is made by a team of expert cheese makers and graders, many of whom have been with us for most of their working lives, amassing a wealth of skill & knowledge over the years.
We offer a range of cheddar maturities, from 12 to 60 months, each following our unique Davidstow recipe.
Please come and visit us to discover more!"
Davis Europe bv,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/davis-europe-bv,http://www.davisworldwide.nl/,‘Coming Soon’
Dehidra,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/dehidra,http://dehidra.com/,"Established in 2015, part of DAO FAMILY group, Dehidra is the biggest freeze-dried food business in the Baltic States and one of the biggest in Northern Europe. Dehidra is running and developing a 60 hectares state-of-the-art growing and processing facility with an annual processing capacity of more than 400 tons per year and owns a separate 1-hectare R&D site."
DeJong Cheese / Denbighshire Cheese,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/dejong-cheese-denbighshire-cheese,https://www.dejongcheese.nl/en/,"DeJong Cheese produces a wide range of fresh and ripened cheeses under private label and on request, in bulk packaging for the processing industry. In addition, DeJong Cheese has its own traditional goat cheese brand: Alphenaer. The quality of our Alphenaer cheeses is proven by winning various Awards at larger international cheese competitions. We do all this with the highest attainable certifications:"
Demeva Refrigeration Limited,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/demeva-refrigeration-ltd,http://www.demeva.co.uk/,"Demeva Refrigeration Ltd, formed in 1985 Demeva Refrigeration Ltd has developed to become one of the UK’s leading construction, Insulated panelling, refrigeration and mechanical services specialists.
Based in our purpose built 24,000 sq. ft. business premises in Formby, Merseyside, Demeva Refrigeration Ltd has assembled a dedicated team of highly qualified personnel handling major high value projects for many of the country’s leading companies."
Denis Rawlins Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/denis-rawlins-ltd,https://www.rawlins.co.uk/,Coming Soon
Detectamet Detectable Products Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/detectamet-detectable-products-ltd,https://metal-detectable-products.com/,"Detectamet are a global manufacturer and supplier of metal detectable & X-Ray visible products. Working with food and pharmaceutical industries, our award-winning products help to reduce the risk of foreign body contamination, averting the risk of expensive and damaging product recalls. We are an innovative and enterprising company with a continuous to desire to improve and evolve our product offering to bring greater food safety standards to our manufacturing clients."
Dewlink Sludge Treatment Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/dewlink-sludge-treatment-ltd,https://www.dewlink.com/,"Dewlink is the inventor of the Swingmill® and Tubox® technology. We are a provider of the next generation of sludge dewatering equipment, utilizing the latest non-contact, non-wearing mechanism with superior performance, increase efficiency, more durability, and less maintenance. Sludge disposal is a big contributor to the overall operating cost for any manufacturer. By reducing sludge volume, costs will be significantly lower, meaning more profit. The Swingmill features a fully 24 hours self-cleaning automated system, we can cater the perfect system that fits your needs for sludge dewatering."
Digi Europe Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/digi-europe-ltd,https://www.digisystem.com/uk/,"DIGI Europe Ltd is the wholly owned subsidiary of their Japanese mother company, Teraoka Seiko. Founded in 1989, and based in Haverhill, Suffolk, DIGI Europe Ltd began their journey supplying retail machines that were manufactured from Teraoka Seiko. Now, after celebrating their 30th year of trading, DIGI Europe manufacture Industrial Weigh Price labellers and supply them to the worldwide food production markets."
Dimaco,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/dimaco,https://www.dimaco.co.uk/,"JentonDimaco is a leader in pack label verification. Our mission is to provide customers with state of the art quality label inspection and vision inspection control systems for their production lines at all times. We achieve this by innovation, supply of leading edge technology products and associated after sales support."
Direct Air & Pipework Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/direct-air-pipework-ltd,https://www.directair.co.uk/,Direct Air deliver bespoke compressed air solutions and proactive system maintenance nationwide.
Direct Food Ingredients,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/direct-food-ingredients,http://www.directfood.net/,"We are an established leader in the import, storage and distribution of functional foods, nutritional and sports ingredients, along with vitamin and mineral premixes."
Diverse Fine Food,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/diverse-fine-food,https://diversefinefood.co.uk/,"DIVERSE FINE FOOD - FINE FOOD DELIVERED DIFFERENTLY
WHY CHOOSE US?"
Dometic UK Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/dometic-uk-ltd,http://www.dometic.com/,"Dometic is a global company that makes mobile living easy – by providing great solutions to satisfy people’s essential needs when they are on the move. Like cooking, taking care of personal hygiene and maintaining a pleasant temperature. We offer smart and reliable products with outstanding design. Dometic provide professional cooling on the move, and safe transport of temperature sensitive goods."
Dorset Sea Salt Company,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/dorset-sea-salt-co,http://www.dorsetseasalt.co.uk/,HAND HARVESTED SEA SALT FROM THE MINERAL RICH AND WORLD FAMOUS JURASSIC COAST!
DOUBLECOOL U.K,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/doublecool-uk,https://doublecooluk.com/,"DoubleCool has a unique solution to save upto 60% energy/electricity/ costs for running chiller cabinets. Our Acrylic doors are stronger than glass. do not break like glass. Unbeleivably lightweight. Can be retrofitted to most cabinets by your refrigeration service partner. We have successfully installed doors at Morrisons, Coop, Aldi, Lidl, and many more.
DoubleCool has been making its own Acrylic for over 60 years and has Patents in the shaping and forming of the Acrylic to ensure its strength and functionality.
We have our own Factory in Holland and Distribution Centre in Uttoxeter, Staffordshire. Where we hold stock of doors and spares.
Our business model is to work with your existing service partner, they can install our doors easily and continue to look after their customer."
Dover Fueling Solutions UK LTD,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/dover-fueling-solutions-uk-ltd,http://www.doverfuelingsolutions.com/,"Dover Fueling Solutions (“DFS”), part of Dover Corporation, comprises the product brands of ClearView, Fairbanks, OPW Fuel Management Systems, ProGauge, Tokheim and Wayne Fueling Systems, and delivers advanced fuel dispensing equipment, electronic systems and payment, automatic tank gauging and wetstock management solutions to customers worldwide. Headquartered in Austin, Texas, DFS has a significant manufacturing and technology development presence around the world, including facilities in Brazil, China, India, Italy, Poland, the United Kingdom and the United States."
Driver's Pickles,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/drivers-pickles,http://www.pickle-lovers.co.uk/,"Established in 1906, Drivers Pickles are a 4th generation family business. Our Deli range combines many years of pickling knowledge with the finest ingredients and vinegars from around the world. When brought together, they create a range of premium Pickles, Relishes and Chutneys which have become the market leader in the fine food sector. A must stock brand for Delis, Food halls, Farm shops and Garden Centres.
We have recently launched a gifting range to our product portfolio and this show will be the first time our new products are available to view. We look forward to welcoming you to our stand."
Dura-ID Solutions Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/dura-id-solutions-ltd,https://www.dura-id.com/,"Dura-ID Solutions are a leader in the field of labelling and tagging within the food sector. We provide manufacturing tags that are resistant to heat, freezers and various fluids. Over-printing batch information, kill dates and manufacturing dates on a thermal transfer or direct thermal printer in-house allow you to successfully track and trace your products throughout the supply chain.
We can also provide you with solutions for shelf-ready products such as bottles, jars and more. Our selection of full colour printers and compatible label media will mean you can create what you need, in an amount to suit your requirements. Say no to large volume pre-printed stock and print your own in-house - take control of your labelling."
Eat Real,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/eat-real,http://www.eatreal.co.uk/,"Eat Real really is the healthier snacking brand! Launched in 2015 in response to the fast-growing demand for plant-based vegan and free-from snacks, we offer a wide range of mouth-watering flavours that are big on taste, texture and crunch, and are proud to be the UK’s No 1 free from bagged snack brand! Free from all 14 major allergens (including gluten, soya, dairy and nuts) with no artificial ingredients, our snacks are certified Gluten Free and Vegan, and are also suitable for Kosher and Halal diets. Our snacks include Hummus, Lentil and Quinoa Chips, Quinoa Puffs and Veggie Straws, which come in a wide range of classic and contemporary flavours including Sea Salt, Sour Cream & Chives, Sundried Tomato & Roasted Garlic, Mango & Mint and Chilli & Lemon. The fact that they’re based on different plant-based ingredients means they all deliver different textures while the wide range of shapes and flavours ensures plenty of choice and variety! Being free from all 14 major allergens."
Eco-Vape Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/eco-vape-ltd,https://wholesale.eco-vape.co.uk/,"Eco Vape Ltd.
Eco Vape is a retail and wholesale manufacturer of vape e-liquids based in Derbyshire. The company produces high-quality e-liquids into the thriving vape industry and prides itself on providing premium British made products at a price that everyone can afford. Eco Vape is principally a wholesale supplier of vape liquids and distributes millions of its own branded, award-winning products (Dainty’s, Psycho Bunny, Milkshakes and Dripping Range) across Europe and the rest of the world. Situated in a 65,000 sq. ft. warehouse and manufacturing facility and with a portfolio of over 140 tested and registered flavours within Europe, Eco Vape is in the unique position of providing a white label / OEM service (Vape Manufacturing) that meets the needs of small to large vape companies. The production facility is scaled to produce over 1 million bottles per week."
EcoBags,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/ecobags,http://www.ecobags.co.uk/,"Since 2003 we have been supplying quality businesses with bespoke branded re-useable bags, custom-made fresh to specification."
ECRIN GIDA SAN. VE TIC. LTD. STI.,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/ecrin-gida-san-ve-tic-ltd-sti,http://www.ecringida.com.tr/,"Ecrin Gıda Company is a manufacturer of confectionery, jam & marmalade, hazelnut spread with cocoa and Turkish delight."
Edge Petrol Limited,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/edge-petrol-limited,http://ww.edgepetrol.cm/,"EdgePetrol is a global fuel pricing software as a service (SaaS) provider, offering fuel retailers never-before-seen data insight that helps them make optimal pricing and procurement decisions."
EDINBURGH HONEY COMPANY LTD,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/edinburgh-honey-company-ltd,http://www.edinburghhoney.co.uk/,"Our company specializes in high quality raw honey, sourced in natural and sustainable way"
eEnergy Group PLC,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/eenergy-group-plc,https://www.eenergyplc.com/,"We are a technology enabled company unleashing net zero through energy-as-a-service, driving energy reduction and decarbonisation solutions without the need for capital investment."
EFAFLEX UK Limited,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/efaflex-uk-limited,https://www.efaflex.co.uk/,"Speed & logistics – key factors in the production of food & beverage where delays can lead to perished goods or costly penalties.
EFAFLEX have designed a range of door solutions for every step of your journey.
Versatility, functionality, durability…. are just some of the reasons why the major supermarkets & their supply chain use our high-speed doors.
Our door opening speeds are the fastest in the world, designed to reduce exposure to the elements at loading bays & significantly reduce energy costs by up to 50%. The transparent door slats of the spiral turbo option help increase visibility, whilst the EFA-THERM laths are a first in the industry to ensure constant temperatures & reduce noise.
Your EFAFLEX high-speed door is a true work horse, capable of up to 250,000 operating cycles per year to increase the periods between service inspections and reduce downtime.
Interior or exterior, folding, fabric or spiral door styles; EFAFLEX have a solution to match your needs."
Electrajet Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/electrajet-ltd,https://www.electrajet.co.uk/,"Electrajet have been manufacturing pressure washing equipment for over 20 years, we pride ourselves on designing and manufacturing quality equipment. Electrajet offer a complete range of self-service car valeting equipment including: Jet Washes, Air Towers, Vacuum Machines, all with nationwide installation and servicing coverage.
All equipment is available as an outright sale, revenue share, or rental option.
Additional products and services include a full wash chemical range, LED advertising screens and self-service car wash builds."
Emirates Printing Press - Dubai,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/emirates-printing-press-dubai,https://www.eppdubai.com/,"Emirates Printing Press, Dubai a one-stop-source for Folding Cartons and Flexible Packaging has a legacy of providing high quality printing and innovative packaging solutions for over 46 years.
EPP’s Folding Cartons division supplies:
High quality innovative folding cartons,
Clear PET boxes
Promotional show-boxes,
Rigid set-up-boxes
Mini-flute corrugated boxes
EPP is equipped with the state-of-the-art technology for providing packaging for Perfumes, Cosmetic, Confectionaries, Pharmaceuticals, Tea, Tobacco and FMCG industry.
EPP - Flexible Packaging unit supplies
Mono Films and Flexible laminates in rolls
Stand-up Pouches and Flat Bottom Pouches
Quad-seal bags
Retort Pouches
Shrink Sleeves
Lidding Film and Foil
Twist Wrap
Soap Wrappers with hot melt
Emirates Printing Press has been supplying its products in the international markets, to demanding customers in USA , Europe , Middle East , Asia and Africa.
Please visit our website www.eppdubai.com for more details …"
English Drinks Co,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/english-drinks-co,http://www.englishdrinkscompany.co.uk/,"The English Drinks Company will be featuring their award winning range of unique gins - Cucumber Gin, Pink Gin, London Dry Gin, Lemon Grove Gin, Lime Tree Gin and Orangery Gin - as well as their stunning Qcumber sparkling water - a refreshing blend natural cucumber and sparkling spring water - all natural and low in sugar"
Epicurium,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/epicurium,https://www.epicurium.co.uk/,"Our mission is to banish boring snacks, help retailers stand out from their competition and attract a wider range of shopper. We specialise in providing the snacks that excite a higher spending shopper and give retailers the opportunity to embrace new shopping habits & convenience missions."
Essencial Caps,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/rethink,https://rethinkproducts.co.uk/,"eThink started in sunny Miami, Florida, 2016. Our mission was simple: to produce the finest and purest premium hemp CBD products on the market. We have perfected our process with lab-approved formulas and continue to research CBD, implementing the latest scientific developments and adapting our findings to a growing variety of products. With our expertise in CBD, we aim to spread awareness, educate and deliver outstanding quality products to our customers. Customer service has always been at the forefront of our philosophy, with a commitment to encourage people to rethink the way they view and engage with CBD. Our latest venture brings us to the UK. We are obligated to provide the UK with the highest quality CBD products possible, and for a competitive price. We want to bring the same quality and variety that we see in the US to the UK."
European Specialist Sport Nutrition Alliance (ESSNA),https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/european-specialist-sport-nutrition-alliance-essna,https://www.essna.com/business/,ESSNA is the voice of the specialist sports and active nutrition sector in Europe. Our membership includes big international sport nutrition brands; smaller specialist companies; ingredients’ suppliers; and national associations.
Eurotank Service Group Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/eurotank-service-group-ltd,http://www.eurotank.eu.com/,"Eurotank Service Group is the parent company of Eurotank Environmental, Eurotank Installations and Europump Maintenance, which together have the capabilities to provide all the forecourt and fuel system services a fuelling facility needs.
Our purpose is to keep your fuel flowing and with depots in Southampton, Stoke-on-Trent and East Kilbride, our specialist vehicles can reach almost anywhere in the UK within four hours.
Eurotank Environmental handles all tank-related works, ranging from fuel quality management, tank testing and tank inspections, to tank re-tightening and lining as well as interceptor cleaning and waste management.
Eurotank Installations undertakes all construction projects from full-site pump replacements, pipework and electrical installations to small fabric repairs and drainage systems.
Our service division, Europump, takes on pump and tank gauge maintenance, fuel management systems support, meter calibration, vapour recovery testing and electrical testing."
EvolveODM,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/evolveodm,https://www.evolveodm.co.uk/,"EvolveODM is an independently owned company that specialises in providing end-to-end managed network solutions to a range of businesses, helping to reduce costs, simplify management of services, and give business owners and their teams more time to do what they do best."
Excelerate Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/excelerate-ltd,http://www.excelerateltd.com/,"Excelerate are a specialist and packaging partner in the high performance films sector and work with various manufacturers, producers and exporters. We’ve developed our range with focus on performance and sustainability, whilst dramatically reducing packaging costs and plastics usage in the supply chain. This is achieved by using the highest quality, multi-layer nano technology, which delivers the strength of traditional films. We’ve reduced the thickness of the film considerably (up to 50%), whilst still maintaining superior flexibility and providing significant increases in yield and stretch. We offer a complete service, from technical support, to site visits and training."
Experian Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/experian-ltd,https://www.experian.co.uk/business/marketing/data/fuel-forecourt-data/,Coming Soon!
Fabrica de Embutidos La Prudencia S.A,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/fabrica-de-embutidos-la-prudencia-sa,http://www.laprudencia.com/,"La Prudencia family business established in 1910 and produce Iberico products using traditional and artisanal methods. We are proud to have 100% traceability and a fully integrated system, we take care of the whole process from farming of the pigs, the processing and production of the quality products. The pigs are free range and grow up in our own farms in Extremadura, Spain. They are free to roam around on hectare and feed 100% on acorn during the season eating 9kg of acorn daily.
We take care as well of the slaughter of our pigs on our own facilities, based on strict high quality standards we cure and mature our hams, using only sea salt during the curation. Every step is handmade and each ham is unique and extraordinary."
Fabulous Farm Shops Directory,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/fabulous-farm-shops-directory,https://www.fabulousfarmshops.co.uk/,"England’s online farm shop directory.
Connecting customers with farm shops, farm shops with customers and British producers with both!
We promote both farm shops and British producers on our website and across our social media platforms to help gain maximum exposure and gain new customers, both to retail and trade.
All England’s farm shops have a free listing on the website, with enhancements and various packages available.
British producers can join us for promotion of their company and products, from reviews and competitions, to interviews and features, to advertising and more."
Falken Trade,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/falken-trade,https://falken-trade.com/,Falken Trade is an international trading company specializing in the sale of functional food additives. The company was founded in 2003 and since then has been dynamically evolving by offering a wide range of products to Central Europe market.
Fam Stumabo UK Ltd,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/fam-stumabo-uk-ltd,http://www.fam-stumabo.co.uk/,"FAM Stumabo UK is a branch of sister companies FAM and Stumabo. FAM focusses on the development of industrial cutting machines for the food industry. We provide customers with the solutions they need for the cutting, slicing and dicing of fruit, vegetables & nuts, cheese, meat & poultry, fish, potato chips and French fries. Stumabo specialises in precision blades for the food industry. Our combined knowledge of the key issues faced by the food industry allows us to present you exactly those innovations and revolutions you have been looking for. We are a well-established, global player with a strong reputation for quality, creativity and customer support. We work with you to tailor solutions ot your specific needs."
Family Secret,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/family-secret,https://familysecret.co.uk/,"Family Secret simply began with the question, “Will you marry me?” Thankfully she said, “Yes.” We soon got married and embarked on a honeymoon that took us to some amazing places such as Singapore, China, Thailand, India, Indonesia and Morocco.We spoke to people from different walks of life and wrote down their family secret recipes and bought them back to the UK and launched a range of 7 cooking sauces which are low fat, low sugar, low calories, no nasties.Launched with Ocado and The MidCounties Coop, Wholesalers & Amazon. Why not enjoy a tasty travel snack box on the go! We have a range of snack boxes, with poppadoms and dips being our most successful option. Would you dare to share? Launched with Avanti West Coast trains and Amazon. New to market, flavoured Poppadoms Snack bags. A pivot, dare we mention it, CORONA. Airline and train deals were going so well we shipped in extra poppadoms.‘PROPPADOMS’ was born, as we didn’t want our stock going to waste. Adversity brings Creativity."
Farm Retail Association,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/farm-retail-association,http://www.farmretail.co.uk/,The Farm Retail Association is a not-for-profit association of the best real farm shops and real farmers’ markets from across the UK. The FRA champions the people and businesses who grow and sell Great British produce.
FastBitCoins,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/fastbitcoins,https://fastbitcoins.com/,"We created FastBitcoins with a simple goal; to make Bitcoin accessible to anyone who wants to use it. Our platform makes buying Bitcoin easy, safe, and fast. Low rates ensure you never pay more than you should, while our range of payment methods gives you plenty of ways to pay."
Fifo Wireless,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/fifo-wireless,https://fifouk.com/,"With over 25 years of experience in the industry, FIFO continues to bring the most innovative mobile and audio accessories on the market. We work with great partners and clients to maximise the non-food offering in each petrol station and convenience store. Our customers benefit from loss-preventive lockable displays, personal touch service and tailored to each location sales. Our ever growing team, trained to precision ensures our clients and their customers are always receiving high quality product at affordable cost."
Filberts Fine Foods,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/filberts-fine-foods,https://mrfilberts.com/,"Welcome to the culinary world of Mr Filbert where we create award winning, really interesting snacks using only the finest quality ingredients. Our gourmet nut recipes are hand crafted using a unique process which involves roasting them in their own natural oils for a healthier and tastier alternative, while our olive snacks are marinated in fresh natural ingredients following traditional Greek recipes, and our Iberian charcuterie includes air cured salami mini-batons. Filbert’s Fine Foods have been creating delicious 100% natural and free from snacks since 2010, winning over 40 taste and food industry awards along the way. Come on in and explore our world!"
Fine Food Holdings,https://s3-eu-west-1.amazonaws.com/livebuzz-web-modules/releases/v1-latest-prod/index.html#/exhibitors/fine-food-holdings,https://gourmetfood.com.au/uk/,"Olina’s Bakehouse offers a distinct premium range of savoury biscuits. Wafer Crackers are thinner than traditional crackers with a subtle taste, lighter texture and choice of flavours (Natural, Cracked Pepper, Sesame). Our Double-baked Seeded Toasts are made with premium ingredients including real fruit, seeds and nuts (Cranberry & Pumpkin Seed, Cashew & Rosemary and Fig & Almond).
New for 2021 we have Simply Seeded Crackers & Flatbreads, Vegan Friendly, Gluten Free and Low Carbs without compromising on flavour."
